id_empresa,nome_fantasia,regiao_administrativa_df,setor,porte,genero_proprietario,idade_proprietario,area_desafio_mapeado,solucao_proposta,data_entrada_programa,data_fim_ciclo,pessoas_ocupadas_inicial,faturamento_bruto_mensal_inicial,custos_variaveis_mensal_inicial,produtividade_inicial,pessoas_ocupadas_final,faturamento_bruto_mensal_final,custos_variaveis_mensal_final,produtividade_final,percentual_implementacao_solucao,nps_atendimento
762,Salão das Águas Claras 4,Recanto das Emas,Serviço,ME,Feminino,36,Marketing,Consultoria em posicionamento de marca,2025-10-06,2026-04-06,8,15804.14,5982.61,1227.69,8,17489.13,6074.8,1426.79,70.8,8
763,Escritório do Cerrado 5,Sobradinho,Serviço,ME,Masculino,56,Finanças,Plano de redução e renegociação de custos fixos,2025-08-22,2026-02-20,3,3298.06,1133.84,721.41,4,4224.5,1295.19,732.33,74.8,10
764,Studio Bandeirante 2,Águas Claras,Serviço,ME,Masculino,39,Pessoas,Programa de treinamento e desenvolvimento de colaboradores,2025-05-15,2025-11-13,3,12266.34,5459.02,2269.1,4,15303.4,6268.9,2258.62,73.6,8
765,Distribuidora Sol Nascente 2,Samambaia,Comércio,ME,Masculino,38,Marketing,Desenvolvimento de identidade visual e branding,2024-06-06,2024-12-05,8,6798.16,4243.09,319.38,8,7628.67,4590.95,379.71,64.9,7
766,Boutique Sol Nascente 2,Ceilândia,Comércio,EPP,Masculino,37,Comercial,Treinamento de técnicas de vendas para a equipe,2024-06-27,2024-12-26,41,30262.76,19101.24,272.23,41,27694.2,17729.26,243.05,44.0,5
767,Mercadinho Buriti 3,Taguatinga,Comércio,ME,Feminino,36,Marketing,Consultoria em posicionamento de marca,2025-02-26,2025-08-27,5,7715.06,5155.38,511.94,5,7701.51,5184.44,503.41,46.7,8
768,Consultoria Ipê Amarelo 2,Plano Piloto,Serviço,ME,Feminino,53,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2025-09-02,2026-03-03,7,6582.86,2212.4,624.35,7,6181.42,2252.73,561.24,31.1,7
769,Loja do Planalto 2,Taguatinga,Comércio,ME,Masculino,41,Comercial,Implementação de funil de vendas estruturado,2024-08-19,2025-02-17,1,17585.15,11624.84,5960.32,1,14592.09,10239.41,4352.68,22.9,3
770,Distribuidora das Águas Claras 3,Ceilândia,Comércio,ME,Masculino,41,Marketing,Desenvolvimento de identidade visual e branding,2025-05-01,2025-10-30,3,7479.52,5559.62,639.97,4,10868.41,7263.5,901.23,100.0,10
771,Boutique das Águas Claras 2,Taguatinga,Comércio,ME,Masculino,46,Comercial,Criação de script de atendimento comercial,2026-01-04,2026-07-05,3,6058.45,3619.92,812.84,4,7934.27,4311.08,905.8,86.1,10
772,Estúdio Buriti 2,Guará,Serviço,ME,Feminino,48,Finanças,Plano de redução e renegociação de custos fixos,2025-10-23,2026-04-23,4,6120.33,1711.93,1102.1,4,7860.66,1725.91,1533.69,90.1,10
773,Assessoria JK 3,Recanto das Emas,Serviço,ME,Masculino,51,Operações,Consultoria em gestão da qualidade,2025-05-03,2025-11-01,4,6519.83,2182.25,1084.39,4,7956.24,2382.58,1393.42,73.5,8
774,Clínica Buriti 3,Vicente Pires,Serviço,ME,Masculino,21,Finanças,Consultoria em precificação e formação de preço de venda,2025-05-19,2025-11-17,1,4185.89,1468.41,2717.48,1,6114.44,1740.47,4373.97,94.1,10
775,Academia Brasília 3,Sobradinho,Serviço,ME,Masculino,51,Comercial,Consultoria em negociação com fornecedores e clientes,2024-07-09,2025-01-07,7,6026.47,2366.23,522.89,7,7249.98,2656.32,656.24,67.5,8
776,Salão Lago Sul 4,Gama,Serviço,ME,Masculino,41,Comercial,Consultoria em negociação com fornecedores e clientes,2024-06-02,2024-12-01,6,8585.23,3786.38,799.81,6,11159.56,4478.16,1113.57,76.5,9
777,Salão Sol Nascente 4,Taguatinga,Serviço,EPP,Masculino,20,Finanças,Capacitação em gestão de capital de giro,2024-12-10,2025-06-10,25,43081.7,16704.24,1055.1,24,38095.8,15651.05,935.2,34.6,5
778,Distribuidora Ipê Amarelo 4,Gama,Comércio,ME,Masculino,52,Comercial,Criação de script de atendimento comercial,2025-10-11,2026-04-11,8,10196.76,7621.42,321.92,8,10412.43,7654.54,344.74,58.2,10
779,Salão do Cerrado 6,Ceilândia,Serviço,ME,Masculino,47,Marketing,Criação de plano de marketing digital,2024-06-04,2024-12-03,4,16475.34,4930.54,2886.2,4,16639.05,4777.37,2965.42,58.1,7
780,Pet Shop Buriti 2,Águas Claras,Comércio,ME,Masculino,35,Comercial,Consultoria em negociação com fornecedores e clientes,2025-10-01,2026-04-01,2,9244.5,5470.69,1886.9,2,8183.58,5182.89,1500.34,22.3,3
781,Academia Bandeirante 3,Plano Piloto,Serviço,ME,Feminino,54,Finanças,Implementação de fluxo de caixa semanal,2024-11-05,2025-05-06,8,6018.03,1873.45,518.07,8,6569.91,1709.21,607.59,84.1,7
782,Pet Shop Ipê Amarelo 3,Águas Claras,Comércio,ME,Feminino,25,Operações,Mapeamento e otimização de processos internos,2024-07-31,2025-01-29,2,4361.51,3085.44,638.03,2,4809.64,3424.82,692.41,46.9,7
783,Assessoria das Águas Claras 4,Samambaia,Serviço,ME,Masculino,27,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-07-29,2025-01-27,1,9546.11,2742.63,6803.48,2,12932.53,2745.61,5093.46,100.0,10
784,Escritório JK 6,Guará,Serviço,ME,Masculino,36,Comercial,Treinamento de técnicas de vendas para a equipe,2025-07-23,2026-01-21,5,7456.0,2156.56,1059.89,6,9242.07,2580.28,1110.3,56.7,8
785,Boutique das Águas Claras 3,São Sebastião,Comércio,EPP,Masculino,37,Comercial,Plano de expansão de canais de venda,2024-06-28,2024-12-27,33,43974.66,27807.25,489.92,33,46456.15,28902.56,531.93,56.8,8
786,Gráfica Bandeirante,Santa Maria,Indústria,ME,Masculino,48,Finanças,Separação financeira entre pessoa física e jurídica,2025-04-17,2025-10-16,6,7605.34,3905.41,616.66,6,8556.16,4303.82,708.72,57.0,6
787,Academia JK 4,Recanto das Emas,Serviço,ME,Feminino,46,Finanças,Consultoria em precificação e formação de preço de venda,2025-12-23,2026-06-23,8,9364.81,3552.03,726.6,8,11928.56,4272.16,957.05,64.1,8
788,Clínica Ipê Amarelo 2,Planaltina,Serviço,ME,Masculino,49,Comercial,Treinamento de técnicas de vendas para a equipe,2025-05-26,2025-11-24,3,10925.23,4676.36,2082.96,3,11370.37,4713.4,2218.99,59.0,7
789,Armarinhos Alvorada 2,Ceilândia,Comércio,EPP,Masculino,34,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-12-21,2025-06-21,48,50511.01,29181.83,444.36,48,47015.31,27289.2,410.96,48.2,5
790,Armarinhos Buriti 3,Santa Maria,Comércio,EPP,Feminino,36,Operações,Consultoria em gestão da qualidade,2025-11-25,2026-05-26,35,31241.98,20599.43,304.07,35,33429.18,21154.02,350.72,67.7,9
791,Salão Brasília 5,Gama,Serviço,ME,Feminino,34,Comercial,Plano de expansão de canais de venda,2024-07-15,2025-01-13,2,9405.39,2517.64,3443.88,2,7894.6,2257.7,2818.45,37.8,6
792,Escritório Candango 3,Samambaia,Serviço,ME,Feminino,49,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-10-31,2025-05-01,4,7221.99,2125.42,1274.14,3,5283.58,1819.13,1154.82,16.2,3
793,Studio do Cerrado 3,Plano Piloto,Serviço,ME,Feminino,30,Comercial,Treinamento de técnicas de vendas para a equipe,2024-09-13,2025-03-14,1,4946.16,1542.31,3403.85,1,5166.38,1562.16,3604.22,56.3,8
794,Gráfica Cristal,Vicente Pires,Indústria,EPP,Masculino,39,Finanças,Separação financeira entre pessoa física e jurídica,2024-06-09,2024-12-08,87,102972.17,58263.77,513.89,87,108660.89,58679.12,574.5,67.2,10
795,Academia Bandeirante 4,Recanto das Emas,Serviço,ME,Masculino,48,Comercial,Plano de expansão de canais de venda,2026-01-04,2026-07-05,6,5538.76,1999.36,589.9,6,3996.39,1636.82,393.26,17.6,5
796,Studio Meridiano 4,Planaltina,Serviço,ME,Masculino,46,Finanças,Implementação de fluxo de caixa semanal,2024-10-06,2025-04-06,4,13308.43,5038.75,2067.42,4,14343.17,5314.33,2257.21,55.4,8
797,Laticínios JK,Recanto das Emas,Indústria,ME,Feminino,30,Pessoas,Definição de rotinas e organograma da equipe,2024-07-15,2025-01-13,13,6204.59,3808.26,184.33,13,7011.63,4088.0,224.89,70.5,7
798,Espaço Cristal 5,Águas Claras,Serviço,ME,Masculino,34,Comercial,Treinamento de técnicas de vendas para a equipe,2025-12-11,2026-06-11,6,3567.32,1025.41,423.65,7,4760.91,1043.57,531.05,95.5,10
799,Salão das Águas Claras 5,Planaltina,Serviço,EPP,Masculino,40,Marketing,Estruturação de presença em redes sociais,2026-01-08,2026-07-09,33,77793.84,31014.57,1417.55,33,95620.07,36701.52,1785.41,59.9,8
800,Estúdio Candango 3,Samambaia,Serviço,ME,Feminino,40,Comercial,Plano de expansão de canais de venda,2024-10-07,2025-04-07,4,16041.62,6150.42,2472.8,4,14684.15,5656.4,2256.94,48.8,8
801,Estúdio Brasília 4,Águas Claras,Serviço,ME,Masculino,31,Pessoas,Estruturação de processo seletivo e onboarding,2025-02-01,2025-08-02,4,4544.94,1208.69,834.06,4,4335.71,1325.39,752.58,23.5,4
802,Assessoria do Planalto 4,Guará,Serviço,ME,Feminino,62,Marketing,Estruturação de presença em redes sociais,2025-07-17,2026-01-15,3,8170.99,2606.05,1854.98,2,6461.89,2267.41,2097.24,28.7,5
803,Salão Bandeirante 5,Ceilândia,Serviço,ME,Feminino,36,Comercial,Treinamento de técnicas de vendas para a equipe,2025-02-16,2025-08-17,8,10741.76,2744.95,999.6,8,13065.14,2799.73,1283.18,77.5,7
804,Empório Lago Sul 4,Sobradinho,Comércio,ME,Feminino,40,Finanças,Consultoria em precificação e formação de preço de venda,2025-09-25,2026-03-26,5,8015.46,4553.08,692.48,5,9521.61,5267.23,850.88,59.9,7
805,Armarinhos JK 2,Samambaia,Comércio,ME,Feminino,33,Pessoas,Definição de rotinas e organograma da equipe,2024-10-30,2025-04-30,5,1808.61,1097.39,142.24,5,2536.16,1407.59,225.71,84.5,10
806,Consultoria Talento DF 5,Guará,Serviço,EPP,Masculino,38,Marketing,Estruturação de presença em redes sociais,2025-10-10,2026-04-10,38,30001.0,8959.0,553.74,38,39933.92,9696.88,795.71,87.2,8
807,Estúdio das Águas Claras 3,Recanto das Emas,Serviço,ME,Masculino,33,Finanças,Implementação de fluxo de caixa semanal,2025-05-07,2025-11-05,5,10112.12,4348.56,1152.71,5,9640.62,4173.28,1093.47,48.1,9
808,Clínica Brasília 4,Recanto das Emas,Serviço,ME,Feminino,33,Operações,Implementação de controle de estoque,2024-06-07,2024-12-06,9,17731.09,7602.34,1125.42,9,14117.37,6429.86,854.17,32.2,3
809,Fábrica Sol Nascente,Recanto das Emas,Indústria,ME,Masculino,37,Finanças,Implementação de fluxo de caixa semanal,2025-06-14,2025-12-13,5,12824.54,7253.22,1114.26,5,12437.27,7015.54,1084.35,51.0,5
810,Consultoria Meridiano 5,Vicente Pires,Serviço,ME,Feminino,40,Comercial,Plano de expansão de canais de venda,2024-06-06,2024-12-05,1,2236.8,888.02,1348.77,1,2550.64,1027.16,1523.48,46.2,8
811,Distribuidora Brasília 2,Planaltina,Comércio,ME,Feminino,69,Marketing,Consultoria em posicionamento de marca,2025-10-30,2026-04-30,4,28668.19,21498.86,1792.33,4,27322.95,20694.96,1657.0,45.0,8
812,Estúdio Sol Nascente 2,Santa Maria,Serviço,ME,Feminino,64,Comercial,Treinamento de técnicas de vendas para a equipe,2026-01-25,2026-07-26,5,3610.8,1198.93,482.38,5,3584.66,1209.06,475.12,46.5,6
813,Boutique das Águas Claras 4,Guará,Comércio,ME,Masculino,31,Comercial,Plano de expansão de canais de venda,2024-09-03,2025-03-04,8,4188.7,2741.44,180.91,8,4670.32,2875.21,224.39,75.9,7
814,Estúdio Talento DF 4,Samambaia,Serviço,ME,Feminino,34,Finanças,Consultoria em precificação e formação de preço de venda,2025-04-18,2025-10-17,6,12788.78,4862.68,1321.02,6,12400.74,4542.14,1309.77,59.3,5
815,Mercadinho Buriti 4,Samambaia,Comércio,ME,Masculino,51,Finanças,Implementação de fluxo de caixa semanal,2024-12-23,2025-06-23,9,10497.6,7706.41,310.13,9,11423.95,8107.14,368.53,66.3,5
816,Escritório das Águas Claras 4,Águas Claras,Serviço,ME,Feminino,71,Finanças,Plano de redução e renegociação de custos fixos,2024-07-09,2025-01-07,1,8395.05,3436.96,4958.09,1,9394.4,3596.68,5797.73,67.7,8
817,Pet Shop Cristal 3,Samambaia,Comércio,ME,Masculino,53,Finanças,Consultoria em precificação e formação de preço de venda,2025-07-19,2026-01-17,5,5684.81,3199.89,496.98,5,5283.92,3043.99,447.99,41.2,6
818,Clínica Alvorada 5,Plano Piloto,Serviço,EPP,Masculino,23,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-06-17,2024-12-16,43,60863.26,23894.31,859.74,43,60027.63,22701.85,868.04,59.6,8
819,Loja JK 2,Plano Piloto,Comércio,ME,Feminino,33,Marketing,Desenvolvimento de identidade visual e branding,2024-06-15,2024-12-14,5,17777.89,10673.62,1420.85,5,19308.85,11314.74,1598.82,59.6,8
820,Distribuidora Sol Nascente 3,Recanto das Emas,Comércio,ME,Feminino,19,Comercial,Criação de script de atendimento comercial,2025-10-08,2026-04-08,3,7813.45,4695.73,1039.24,3,7199.91,4597.0,867.64,25.0,5
821,Indústria Bandeirante,Taguatinga,Indústria,EPP,Masculino,45,Comercial,Treinamento de técnicas de vendas para a equipe,2024-11-20,2025-05-21,81,30001.0,16783.99,163.17,81,27907.69,15654.75,151.27,49.0,6
822,Studio Cristal 4,Sobradinho,Serviço,ME,Masculino,36,Marketing,Estruturação de presença em redes sociais,2025-12-05,2026-06-05,8,3126.62,1217.07,238.69,9,4394.49,1435.06,328.82,91.8,9
823,Clínica do Cerrado 7,Águas Claras,Serviço,ME,Masculino,37,Finanças,Plano de redução e renegociação de custos fixos,2025-05-29,2025-11-27,3,16757.09,4722.91,4011.39,3,10892.11,3614.5,2425.87,15.3,4
824,Academia Talento DF 7,Guará,Serviço,ME,Feminino,41,Finanças,Capacitação em gestão de capital de giro,2025-04-16,2025-10-15,5,9124.95,2855.22,1253.95,5,6268.87,2229.54,807.87,21.5,3
825,Estúdio do Planalto 4,Ceilândia,Serviço,ME,Feminino,30,Marketing,Criação de plano de marketing digital,2025-02-05,2025-08-06,8,15618.34,6141.51,1184.6,8,10151.92,4499.58,706.54,0.0,3
826,Salão do Planalto 3,Águas Claras,Serviço,ME,Masculino,39,Comercial,Criação de script de atendimento comercial,2025-01-13,2025-07-14,2,11279.32,3162.73,4058.3,2,12700.4,3504.04,4598.18,53.0,6
827,Indústria Talento DF,Ceilândia,Indústria,ME,Masculino,18,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2024-10-16,2025-04-16,1,30000.0,18598.25,11401.75,2,36001.81,21265.97,7367.92,69.5,8
828,Metalúrgica Bandeirante,Guará,Indústria,ME,Feminino,41,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-08-03,2026-02-01,15,6642.31,3594.87,203.16,15,6641.75,3497.93,209.59,59.7,6
829,Studio Cristal 5,Plano Piloto,Serviço,ME,Masculino,48,Operações,Padronização de processos operacionais,2025-06-05,2025-12-04,7,8077.62,2966.09,730.22,7,10221.09,3333.08,984.0,77.4,9
830,Pet Shop das Águas Claras 3,Vicente Pires,Comércio,ME,Masculino,52,Finanças,Capacitação em gestão de capital de giro,2024-06-14,2024-12-13,2,12321.43,6974.91,2673.26,1,9725.03,5945.69,3779.35,19.8,3
831,Ótica JK 2,Plano Piloto,Comércio,ME,Feminino,26,Finanças,Capacitação em gestão de capital de giro,2024-12-15,2025-06-15,6,6666.97,4939.56,287.9,6,7901.7,5754.81,357.81,58.4,7
832,Confecções das Águas Claras,Gama,Indústria,ME,Feminino,47,Finanças,Plano de redução e renegociação de custos fixos,2025-12-01,2026-06-01,14,12949.07,8177.42,340.83,14,15039.91,9152.64,420.52,65.3,10
833,Consultoria Talento DF 6,Samambaia,Serviço,ME,Feminino,45,Operações,Consultoria em gestão da qualidade,2025-03-28,2025-09-26,9,1500.0,432.02,118.66,9,1083.89,335.59,83.14,35.6,3
834,Assessoria Buriti 2,Recanto das Emas,Serviço,EPP,Masculino,27,Pessoas,Definição de rotinas e organograma da equipe,2024-11-04,2025-05-05,42,125535.08,48032.29,1845.3,42,99161.65,41615.21,1370.15,25.3,4
835,Mercearia Brasília 2,Águas Claras,Comércio,ME,Masculino,34,Pessoas,"Plano de cargos, salários e retenção de talentos",2024-10-19,2025-04-19,2,7658.16,5426.75,1115.7,2,6945.84,5145.99,899.93,28.5,4
836,Salão Buriti 4,Plano Piloto,Serviço,ME,Masculino,39,Finanças,Capacitação em gestão de capital de giro,2024-09-25,2025-03-26,6,7520.6,2063.6,909.5,6,8114.77,2314.28,966.75,42.8,5
837,Estúdio Cristal 3,Taguatinga,Serviço,ME,Feminino,29,Operações,Mapeamento e otimização de processos internos,2025-11-08,2026-05-09,7,7358.91,2689.61,667.04,7,7018.08,2646.1,624.57,42.3,7
838,Indústria das Águas Claras,Ceilândia,Indústria,ME,Masculino,27,Marketing,Criação de plano de marketing digital,2024-12-07,2025-06-07,6,4726.97,2931.15,299.3,7,6189.01,3434.84,393.45,93.4,10
839,Cerâmica Sol Nascente,Ceilândia,Indústria,ME,Masculino,27,Operações,Consultoria em gestão da qualidade,2024-11-29,2025-05-30,4,13778.58,7596.72,1545.46,5,20238.32,10201.99,2007.27,81.5,10
840,Mercadinho JK 4,Núcleo Bandeirante,Comércio,ME,Masculino,31,Marketing,Consultoria em posicionamento de marca,2024-07-09,2025-01-07,4,5910.76,4342.97,391.95,4,6377.74,4610.51,441.81,57.9,7
841,Mercadinho Candango 3,Águas Claras,Comércio,ME,Masculino,44,Finanças,Capacitação em gestão de capital de giro,2025-11-25,2026-05-26,7,9021.46,5048.05,567.63,7,10725.7,5573.72,736.0,76.6,10
842,Assessoria Alvorada 4,Ceilândia,Serviço,ME,Feminino,42,Finanças,Plano de redução e renegociação de custos fixos,2025-01-24,2025-07-25,5,7823.59,3394.2,885.88,5,8942.79,3590.01,1070.56,71.6,6
843,Salão Candango 5,Vicente Pires,Serviço,ME,Masculino,32,Pessoas,"Plano de cargos, salários e retenção de talentos",2025-08-04,2026-02-02,6,10801.23,4811.34,998.32,6,15176.59,5897.52,1546.51,87.9,10
844,Salão Sol Nascente 5,Ceilândia,Serviço,ME,Feminino,49,Comercial,Implementação de funil de vendas estruturado,2025-08-10,2026-02-08,6,18878.39,5308.39,2261.67,6,21487.55,5355.52,2688.67,71.3,8
845,Estúdio JK 4,Águas Claras,Serviço,ME,Feminino,25,Comercial,Criação de script de atendimento comercial,2024-12-31,2025-07-01,9,8993.52,3023.53,663.33,9,9613.69,3263.75,705.55,47.8,6
846,Consultoria Candango 2,Guará,Serviço,ME,Feminino,32,Comercial,Implementação de funil de vendas estruturado,2025-03-31,2025-09-29,6,13253.74,4958.93,1382.47,6,15142.71,4845.71,1716.17,86.1,9
847,Distribuidora Ipê Amarelo 5,Vicente Pires,Comércio,ME,Masculino,33,Comercial,Criação de script de atendimento comercial,2024-08-01,2025-01-30,2,8726.49,6358.54,1183.98,3,12029.91,7863.32,1388.86,100.0,10
848,Escritório das Águas Claras 5,Guará,Serviço,ME,Masculino,50,Pessoas,Estruturação de processo seletivo e onboarding,2025-07-13,2026-01-11,4,5905.22,1664.71,1060.13,4,6048.86,1685.24,1090.9,52.2,9
849,Mercearia Buriti 3,Águas Claras,Comércio,ME,Feminino,56,Finanças,Consultoria em precificação e formação de preço de venda,2025-07-17,2026-01-15,2,7348.58,4532.64,1407.97,2,6649.61,4201.26,1224.17,40.0,5
850,Salão Brasília 6,Núcleo Bandeirante,Serviço,ME,Masculino,42,Finanças,Capacitação em gestão de capital de giro,2024-10-09,2025-04-09,7,6748.47,2764.08,569.2,7,9032.33,3142.67,841.38,91.1,9
851,Studio Candango 4,Ceilândia,Serviço,ME,Masculino,24,Operações,Consultoria em gestão da qualidade,2024-09-28,2025-03-29,9,11249.67,3734.9,834.97,9,12211.31,3935.11,919.58,56.5,6
852,Escritório Brasília 4,Núcleo Bandeirante,Serviço,ME,Feminino,27,Marketing,Criação de plano de marketing digital,2025-01-29,2025-07-30,7,8528.66,3164.04,766.38,8,10382.29,3724.01,832.28,58.2,5
853,Studio Brasília 3,São Sebastião,Serviço,EPP,Masculino,26,Finanças,Consultoria em precificação e formação de preço de venda,2025-07-28,2026-01-26,19,145780.81,52772.81,4895.16,19,178134.1,55212.86,6469.54,84.7,10
854,Pet Shop Meridiano 5,Vicente Pires,Comércio,ME,Feminino,52,Finanças,Consultoria em precificação e formação de preço de venda,2025-04-13,2025-10-12,7,4967.33,3698.85,181.21,7,4840.04,3634.56,172.21,45.8,7
855,Studio Brasília 4,Samambaia,Serviço,ME,Masculino,28,Finanças,Consultoria em precificação e formação de preço de venda,2024-07-08,2025-01-06,1,7002.48,1948.83,5053.65,1,7744.62,1919.55,5825.07,70.3,9
856,Estúdio das Águas Claras 4,Taguatinga,Serviço,ME,Feminino,69,Finanças,Plano de redução e renegociação de custos fixos,2025-05-16,2025-11-14,3,3202.37,1408.04,598.11,3,3633.59,1562.76,690.28,56.4,9
857,Armarinhos Lago Sul 3,Guará,Comércio,EPP,Feminino,42,Finanças,Capacitação em gestão de capital de giro,2025-08-06,2026-02-04,22,58188.58,38569.14,891.79,22,66312.03,43565.69,1033.92,53.9,8
858,Assessoria Sol Nascente 3,Planaltina,Serviço,ME,Masculino,37,Finanças,Plano de redução e renegociação de custos fixos,2024-09-22,2025-03-23,5,7161.21,3085.27,815.19,5,7941.16,3224.75,943.28,66.5,7
859,Academia do Cerrado 4,Planaltina,Serviço,ME,Feminino,45,Operações,Padronização de processos operacionais,2025-02-27,2025-08-28,3,8006.27,2190.42,1938.62,2,6708.89,2170.92,2268.98,11.7,2
860,Studio Ipê Amarelo 7,Vicente Pires,Serviço,EPP,Masculino,21,Operações,Mapeamento e otimização de processos internos,2025-10-06,2026-04-06,27,37539.35,14201.16,864.38,27,45944.62,14851.63,1151.59,86.7,10
861,Studio Brasília 5,Recanto das Emas,Serviço,ME,Masculino,49,Pessoas,Estruturação de processo seletivo e onboarding,2024-12-16,2025-06-16,1,23677.15,9897.57,13779.58,1,21456.07,9702.91,11753.17,27.2,6
862,Papelaria Talento DF 2,Plano Piloto,Comércio,EPP,Feminino,33,Comercial,Consultoria em negociação com fornecedores e clientes,2024-07-26,2025-01-24,42,41637.3,29453.24,290.1,41,35337.65,26763.89,209.12,16.5,5
863,Salão Talento DF 6,Águas Claras,Serviço,ME,Masculino,48,Comercial,Plano de expansão de canais de venda,2025-12-17,2026-06-17,4,17966.57,4527.35,3359.8,3,16054.37,4158.69,3965.23,45.3,7
864,Oficina do Cerrado 5,Taguatinga,Serviço,ME,Masculino,37,Pessoas,Capacitação em liderança para o(a) proprietário(a),2024-07-30,2025-01-28,8,4301.64,1464.46,354.65,9,5343.64,1581.94,417.97,79.6,8
865,Assessoria Alvorada 5,Taguatinga,Serviço,ME,Masculino,24,Operações,Padronização de processos operacionais,2024-07-08,2025-01-06,1,9029.56,2465.69,6563.86,1,6199.44,1860.26,4339.17,32.0,7
866,Clínica Ipê Amarelo 3,Taguatinga,Serviço,ME,Masculino,52,Marketing,Consultoria em posicionamento de marca,2024-10-31,2025-05-01,8,9125.09,2560.18,820.61,9,12337.55,2743.44,1066.01,88.8,8
867,Assessoria Buriti 3,Sobradinho,Serviço,EPP,Feminino,22,Finanças,Capacitação em gestão de capital de giro,2025-09-02,2026-03-03,35,46748.7,18290.78,813.08,35,30591.36,13498.67,488.36,13.1,4
868,Papelaria Alvorada 5,Guará,Comércio,ME,Feminino,34,Comercial,Treinamento de técnicas de vendas para a equipe,2025-07-05,2026-01-03,3,6966.96,5164.72,600.75,3,7329.07,5410.07,639.67,52.1,5
869,Assessoria Lago Sul 5,Planaltina,Serviço,EPP,Masculino,52,Comercial,Implementação de funil de vendas estruturado,2024-10-22,2025-04-22,40,56576.27,21319.04,881.43,40,57447.85,22052.48,884.88,45.3,6
870,Boutique das Águas Claras 5,Plano Piloto,Comércio,ME,Masculino,43,Marketing,Criação de plano de marketing digital,2024-07-18,2025-01-16,7,7238.6,4129.45,444.17,8,8750.61,4745.24,500.67,68.8,9
871,Oficina Buriti 3,Guará,Serviço,ME,Masculino,70,Finanças,Consultoria em precificação e formação de preço de venda,2026-01-04,2026-07-05,7,6469.32,1933.03,648.04,8,8031.4,2108.24,740.4,74.2,9
872,Oficina Ipê Amarelo 2,Sobradinho,Serviço,EPP,Masculino,39,Pessoas,Definição de rotinas e organograma da equipe,2024-06-05,2024-12-04,44,127498.28,41535.74,1953.69,44,111729.04,39113.53,1650.35,33.8,5
873,Studio do Cerrado 4,Riacho Fundo,Serviço,ME,Feminino,35,Marketing,Estruturação de presença em redes sociais,2025-12-16,2026-06-16,9,24607.88,6768.93,1982.11,9,27476.68,6960.43,2279.58,64.5,6
874,Armarinhos Alvorada 3,Gama,Comércio,EPP,Masculino,31,Marketing,Criação de plano de marketing digital,2025-03-16,2025-09-14,16,101486.48,73029.02,1778.59,16,119078.43,81061.88,2376.03,75.9,7
875,Empório do Planalto 2,Sobradinho,Comércio,ME,Feminino,32,Finanças,Separação financeira entre pessoa física e jurídica,2024-09-27,2025-03-28,3,6232.21,3670.15,854.02,3,4050.94,2588.15,487.6,5.7,3
876,Assessoria Sol Nascente 4,Planaltina,Serviço,ME,Feminino,74,Operações,Padronização de processos operacionais,2024-12-29,2025-06-29,1,9815.9,2708.31,7107.6,1,6380.34,2079.42,4300.92,0.0,2
877,Assessoria do Cerrado 6,Planaltina,Serviço,ME,Masculino,31,Operações,Consultoria em gestão da qualidade,2024-12-07,2025-06-07,1,1754.22,693.16,1061.06,1,1567.28,660.67,906.61,32.4,7
878,Mercearia Talento DF 2,São Sebastião,Comércio,ME,Feminino,40,Finanças,Implementação de fluxo de caixa semanal,2024-09-04,2025-03-05,1,13112.72,7544.62,5568.1,1,10996.01,6643.42,4352.59,30.8,6
879,Assessoria Meridiano 6,Plano Piloto,Serviço,ME,Masculino,30,Marketing,Estruturação de presença em redes sociais,2025-02-19,2025-08-20,7,16280.93,5406.31,1553.52,7,15505.07,4918.42,1512.38,59.9,6
880,Escritório Ipê Amarelo 2,Plano Piloto,Serviço,ME,Feminino,26,Marketing,Plano de captação de clientes via marketing local,2025-07-06,2026-01-04,6,4255.55,1502.64,458.82,6,4745.85,1455.09,548.46,81.0,7
881,Studio Brasília 6,Samambaia,Serviço,ME,Masculino,35,Operações,Consultoria em gestão da qualidade,2025-03-16,2025-09-14,1,5884.43,1565.53,4318.9,1,4258.97,1225.71,3033.26,35.5,7
882,Boutique Alvorada 3,Planaltina,Comércio,ME,Masculino,45,Finanças,Capacitação em gestão de capital de giro,2025-06-27,2025-12-26,4,10489.17,6935.0,888.54,4,12008.33,7642.19,1091.53,66.5,8
883,Ótica do Cerrado 4,Gama,Comércio,EPP,Masculino,54,Operações,Plano de melhoria de layout e fluxo logístico/produtivo,2026-01-13,2026-07-14,14,102349.87,66121.37,2587.75,13,89994.16,60623.02,2259.32,31.6,6
884,Estúdio Candango 4,Guará,Serviço,ME,Masculino,52,Comercial,Consultoria em negociação com fornecedores e clientes,2024-08-14,2025-02-12,2,8093.96,3105.52,2494.22,1,6154.82,2381.81,3773.01,47.8,4
